"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/09/01","10,670,859","200,655,030","18.80","18.95","18.70","18.80"," 0.00","4,425",
"2016/09/02","14,927,393","283,513,367","19.00","19.10","18.90","19.00","+0.20","3,770",
"2016/09/05","11,456,120","218,812,030","19.10","19.20","19.00","19.05","+0.05","2,380",
"2016/09/06","12,402,860","236,727,198","19.05","19.15","19.05","19.10","+0.05","2,864",
"2016/09/07","12,202,458","231,908,002","19.05","19.10","18.95","19.00","-0.10","4,287",
"2016/09/08","10,919,740","206,958,552","18.90","19.05","18.90","18.95","-0.05","3,600",
"2016/09/09","6,441,434","121,514,118","18.90","18.95","18.80","18.85","-0.10","2,563",
"2016/09/10","4,434,386","83,639,518","18.80","19.00","18.70","18.85"," 0.00","1,530",
"2016/09/12","21,563,223","402,918,439","18.80","18.85","18.60","18.65","-0.20","5,556",
"2016/09/13","16,760,138","312,022,553","18.80","18.80","18.50","18.65"," 0.00","5,542",
"2016/09/14","15,219,042","283,130,721","18.55","18.75","18.50","18.55","-0.10","5,057",
"2016/09/19","18,042,127","341,842,282","18.80","19.05","18.75","19.00","+0.45","3,613",
"2016/09/20","9,105,197","173,498,293","19.10","19.10","18.95","19.05","+0.05","2,907",
"2016/09/21","10,292,560","196,072,273","19.00","19.15","18.95","19.15","+0.10","3,575",
"2016/09/22","6,954,510","133,216,677","19.20","19.25","19.10","19.15"," 0.00","2,403",
"2016/09/23","12,264,848","236,054,269","19.20","19.30","19.10","19.30","+0.15","3,275",
"2016/09/26","4,700,030","90,209,279","19.30","19.30","19.10","19.25","-0.05","2,016",
"2016/09/29","13,758,897","265,638,146","19.30","19.40","19.20","19.35","+0.10","3,590",
"2016/09/30","13,953,498","270,880,722","19.35","19.50","19.30","19.35"," 0.00","4,557",
