"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/04/01","12,751,355","275,604,652","21.20","21.80","21.20","21.55","+0.40","3,667",
" 2010/04/02","22,338,085","493,823,816","21.80","22.50","21.65","22.25","+0.70","5,801",
" 2010/04/06","11,898,362","265,493,018","22.50","22.60","22.05","22.05","-0.20","3,022",
" 2010/04/07","6,438,868","142,137,546","22.10","22.20","22.00","22.00","-0.05","1,842",
" 2010/04/08","7,238,498","158,865,656","22.10","22.20","21.75","21.80","-0.20","2,073",
" 2010/04/09","9,420,578","209,348,277","21.80","22.50","21.80","22.45","+0.65","2,878",
" 2010/04/12","7,322,853","165,491,806","22.80","22.80","22.45","22.65","+0.20","2,076",
" 2010/04/13","19,873,429","464,034,530","22.90","23.95","22.75","23.20","+0.55","5,927",
" 2010/04/14","7,294,198","169,748,097","23.35","23.50","23.00","23.45","+0.25","2,208",
" 2010/04/15","6,981,203","164,112,857","23.90","23.90","23.30","23.35","-0.10","2,103",
" 2010/04/16","5,589,574","129,925,195","23.50","23.50","23.10","23.15","-0.20","1,639",
" 2010/04/19","11,250,920","251,693,840","22.80","23.00","21.90","21.95","-1.20","3,296",
" 2010/04/20","6,675,490","149,452,641","22.60","22.75","22.00","22.75","+0.80","1,960",
" 2010/04/21","7,217,122","164,939,768","22.75","23.10","22.70","22.80","+0.05","1,990",
" 2010/04/22","3,705,123","84,020,638","22.60","22.80","22.55","22.70","-0.10","1,171",
" 2010/04/23","3,206,648","72,896,800","22.85","22.85","22.65","22.70"," 0.00","1,183",
" 2010/04/26","9,094,537","211,643,169","23.30","23.40","23.10","23.25","+0.55","2,620",
" 2010/04/27","5,729,130","134,121,166","23.40","23.50","23.30","23.40","+0.15","1,627",
" 2010/04/28","6,772,549","157,325,432","22.60","23.60","22.60","23.40"," 0.00","1,979",
" 2010/04/29","11,689,421","279,577,957","23.60","24.30","23.50","23.95","+0.55","3,157",
" 2010/04/30","8,361,733","199,725,515","24.30","24.50","23.10","23.30","-0.65","2,490",
