"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/08/01","191,017","28,039,499","146.00","147.50","145.50","147.50","+2.00","183",
"2018/08/02","211,657","31,217,422","147.50","148.00","147.00","147.00","-0.50","203",
"2018/08/03","166,453","24,331,815","148.00","148.00","145.50","147.00"," 0.00","151",
"2018/08/06","130,502","19,129,294","147.50","147.50","146.00","147.00"," 0.00","135",
"2018/08/07","98,962","14,439,452","146.00","146.50","145.50","145.50","-1.50","95",
"2018/08/08","155,441","22,753,386","147.00","147.00","146.00","146.00","+0.50","159",
"2018/08/09","82,886","12,080,856","146.00","146.00","145.50","146.00"," 0.00","86",
"2018/08/10","204,219","29,993,912","146.00","147.50","145.50","147.00","+1.00","204",
"2018/08/13","386,494","56,061,378","147.50","148.00","144.00","144.00","-3.00","329",
"2018/08/14","140,707","20,382,015","145.50","145.50","144.00","144.50","+0.50","125",
"2018/08/15","161,575","23,329,375","144.50","146.00","144.00","145.00","+0.50","147",
"2018/08/16","338,055","48,261,365","144.50","144.50","141.50","142.50","-2.50","240",
"2018/08/17","70,124","10,040,232","142.50","144.00","142.50","143.00","+0.50","74",
"2018/08/20","152,665","21,817,424","143.00","143.50","142.50","142.50","-0.50","125",
"2018/08/21","118,953","16,981,253","143.50","143.50","142.50","143.00","+0.50","107",
"2018/08/22","117,184","16,696,312","143.00","143.50","142.00","142.00","-1.00","113",
"2018/08/23","191,137","27,157,954","141.50","143.50","141.50","142.00"," 0.00","183",
"2018/08/24","357,260","50,118,900","142.00","142.00","139.00","139.50","-2.50","302",
"2018/08/27","661,573","89,774,355","139.00","139.00","133.00","137.50","-2.00","536",
"2018/08/28","387,554","53,328,060","137.00","139.00","137.00","138.50","+1.00","348",
"2018/08/29","428,906","60,622,602","138.50","142.00","138.50","142.00","+3.50","379",
"2018/08/30","349,881","49,481,659","142.50","144.00","140.00","140.50","-1.50","299",
"2018/08/31","364,005","51,828,717","139.00","143.50","139.00","143.50","+3.00","288",
