"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/01/02","674,513","112,407,171","166.00","168.00","165.50","167.50","+3.50","525",
"2014/01/03","461,236","77,232,648","167.50","168.00","166.50","167.50"," 0.00","402",
"2014/01/06","523,461","87,531,448","168.50","169.00","166.00","167.00","-0.50","384",
"2014/01/07","349,400","58,069,098","167.00","168.00","165.00","165.00","-2.00","269",
"2014/01/08","408,099","67,230,835","165.00","166.00","164.00","165.00"," 0.00","373",
"2014/01/09","249,290","41,212,993","164.00","166.00","164.00","164.00","-1.00","226",
"2014/01/10","288,398","47,447,865","165.00","165.50","164.00","164.00"," 0.00","262",
"2014/01/13","287,934","47,475,544","165.00","165.50","164.00","165.00","+1.00","263",
"2014/01/14","479,549","79,483,404","165.00","167.00","164.00","166.50","+1.50","366",
"2014/01/15","551,147","92,088,549","165.00","167.50","165.00","166.50"," 0.00","477",
"2014/01/16","444,458","74,319,528","166.50","168.00","166.00","166.00","-0.50","391",
"2014/01/17","440,078","73,522,558","166.00","168.00","165.50","168.00","+2.00","381",
"2014/01/20","530,187","88,883,192","166.00","169.00","165.50","168.50","+0.50","458",
"2014/01/21","489,302","82,874,038","168.50","170.00","168.50","169.00","+0.50","394",
"2014/01/22","249,933","42,332,610","167.50","170.00","167.50","169.50","+0.50","245",
"2014/01/23","295,693","50,036,810","168.00","170.00","168.00","170.00","+0.50","290",
"2014/01/24","266,457","45,215,916","169.00","170.00","169.00","170.00"," 0.00","243",
"2014/01/27","425,578","71,799,121","168.50","170.00","167.50","168.00","-2.00","389",
