"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/12/01","714,816","81,888,741","113.00","117.00","112.00","115.50","+3.50","558",
"2015/12/02","895,984","102,892,160","113.50","116.00","113.00","114.50","-1.00","635",
"2015/12/03","388,597","44,739,655","115.00","116.00","114.50","114.50"," 0.00","319",
"2015/12/04","611,727","70,851,332","114.00","117.00","114.00","116.00","+1.50","495",
"2015/12/07","207,737","23,943,755","116.00","116.00","114.50","115.00","-1.00","233",
"2015/12/08","882,505","98,183,797","113.50","113.50","109.50","110.50","-4.50","765",
"2015/12/09","915,348","96,616,403","109.00","109.00","103.50","107.00","-3.50","786",
"2015/12/10","508,802","53,077,598","105.00","105.50","103.50","105.00","-2.00","475",
"2015/12/11","410,429","42,587,616","104.00","105.00","103.00","103.00","-2.00","379",
"2015/12/14","595,023","60,047,346","100.50","102.50","100.00","101.50","-1.50","465",
"2015/12/15","249,532","25,493,296","101.50","102.50","101.00","102.00","+0.50","228",
"2015/12/16","260,990","27,211,950","102.50","105.00","102.50","104.50","+2.50","251",
"2015/12/17","497,575","53,613,175","105.50","109.50","105.00","109.00","+4.50","492",
"2015/12/18","519,344","55,142,308","108.00","108.00","104.50","107.50","-1.50","510",
"2015/12/21","362,574","37,899,770","105.50","106.00","103.50","104.00","-3.50","319",
"2015/12/22","173,111","18,140,655","104.50","106.00","104.00","104.00"," 0.00","186",
"2015/12/23","146,164","15,412,720","105.50","106.00","104.50","105.00","+1.00","157",
"2015/12/24","204,000","21,588,497","106.00","106.50","105.00","105.00"," 0.00","176",
"2015/12/25","172,724","18,043,153","105.00","105.50","104.00","104.50","-0.50","178",
"2015/12/28","171,150","18,026,318","105.00","106.00","104.50","105.00","+0.50","160",
"2015/12/29","156,405","16,338,317","105.50","105.50","104.00","104.00","-1.00","158",
"2015/12/30","121,198","12,735,886","105.00","105.50","104.00","105.50","+1.50","123",
"2015/12/31","217,224","23,058,968","106.00","107.00","105.00","106.50","+1.00","209",
