"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/11/01","225,400","14,229,960","62.80","63.60","62.60","63.60","+0.90","180",
"2018/11/02","551,963","35,477,417","63.80","64.60","63.60","64.50","+0.90","421",
"2018/11/05","489,448","31,311,775","64.40","64.40","63.70","64.30","-0.20","358",
"2018/11/06","218,360","14,011,183","64.00","64.40","63.70","64.20","-0.10","205",
"2018/11/07","371,561","23,827,025","64.20","64.40","64.10","64.10","-0.10","132",
"2018/11/08","362,060","23,414,030","64.10","64.90","64.10","64.80","+0.70","303",
"2018/11/09","485,600","31,551,518","64.80","65.20","64.80","65.10","+0.30","372",
"2018/11/12","628,116","40,538,943","64.10","65.20","64.10","65.20","+0.10","326",
"2018/11/13","753,300","48,351,729","63.10","65.50","63.00","65.40","+0.20","412",
"2018/11/14","480,685","31,382,995","65.30","65.60","64.90","65.40"," 0.00","246",
"2018/11/15","896,898","58,895,168","65.70","65.70","65.50","65.70","+0.30","208",
"2018/11/16","579,020","37,859,121","65.00","65.80","65.00","65.80","+0.10","281",
"2018/11/19","449,124","29,579,207","65.90","66.00","65.70","66.00","+0.20","214",
"2018/11/20","300,250","19,738,400","66.00","66.00","65.20","65.40","-0.60","129",
"2018/11/21","427,923","27,862,954","65.10","65.70","64.60","65.40"," 0.00","342",
"2018/11/22","871,123","57,265,380","65.40","66.20","65.40","65.60","+0.20","250",
"2018/11/23","236,153","15,528,420","65.60","66.00","65.20","65.50","-0.10","196",
"2018/11/26","325,283","21,410,778","65.70","66.20","65.30","66.00","+0.50","262",
"2018/11/27","322,924","21,261,197","65.60","66.10","65.40","65.80","-0.20","203",
"2018/11/28","269,387","17,773,763","66.00","66.20","65.80","65.90","+0.10","156",
"2018/11/29","392,377","25,838,404","66.00","66.20","65.60","65.80","-0.10","250",
"2018/11/30","684,313","44,012,032","65.80","66.20","63.20","63.20","-2.60","365",
