"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/08/01","475,183","31,078,004","65.70","65.70","65.30","65.40"," 0.00","323",
"2018/08/02","391,500","25,670,500","65.40","65.70","65.40","65.50","+0.10","289",
"2018/08/03","388,060","25,612,720","66.20","66.30","65.70","66.30","+0.80","306",
"2018/08/06","631,806","42,234,542","66.30","67.20","66.30","66.60","+0.30","536",
"2018/08/07","318,410","21,247,315","67.00","67.00","66.40","66.40","-0.20","279",
"2018/08/08","520,373","34,361,440","66.80","66.80","65.70","66.10","-0.30","440",
"2018/08/09","385,233","25,284,699","66.10","66.10","65.40","65.50","-0.60","288",
"2018/08/10","166,497","10,914,902","65.50","65.70","65.50","65.50"," 0.00","162",
"2018/08/13","520,871","33,736,301","65.50","65.50","64.40","64.60","-0.90","409",
"2018/08/14","771,703","49,416,035","64.30","64.60","63.10","64.10","-0.50","530",
"2018/08/15","577,071","36,810,792","64.30","64.30","63.70","63.70","-0.40","387",
"2018/08/16","641,950","40,732,014","63.50","63.70","63.30","63.30","-0.40","514",
"2018/08/17","352,496","22,417,344","63.30","64.00","63.30","63.40","+0.10","285",
"2018/08/20","267,813","17,050,363","63.70","64.00","63.50","63.50","+0.10","212",
"2018/08/21","236,850","15,098,000","63.60","64.00","63.60","63.80","+0.30","218",
"2018/08/22","234,762","14,992,519","63.80","64.00","63.80","63.80"," 0.00","184",
"2018/08/23","121,961","7,803,980","64.20","64.30","63.80","64.10","+0.30","116",
"2018/08/24","434,761","27,806,377","64.90","64.90","63.80","63.90","-0.20","323",
"2018/08/27","199,100","12,757,879","63.90","64.40","63.80","64.00","+0.10","164",
"2018/08/28","553,940","35,556,123","64.50","64.50","63.90","64.10","+0.10","299",
"2018/08/29","442,376","28,670,150","64.20","65.10","64.20","65.00","+0.90","288",
"2018/08/30","233,468","15,175,511","65.30","65.30","64.80","65.00"," 0.00","197",
"2018/08/31","395,473","25,752,118","65.00","65.30","64.90","65.20","+0.20","233",
