"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/07/02","1,198,068","78,650,388","66.30","66.50","65.40","65.40","-0.90","887",
"2018/07/03","842,844","54,635,560","65.40","65.50","64.00","64.00","-1.40","531",
"2018/07/04","401,768","25,554,020","64.10","64.10","63.30","63.80","-0.20","292",
"2018/07/05","296,629","18,939,229","63.80","64.30","63.50","63.80"," 0.00","201",
"2018/07/06","877,063","55,636,495","63.80","63.90","63.10","63.20","-0.60","530",
"2018/07/09","454,328","28,720,392","63.50","63.80","63.00","63.10","-0.10","344",
"2018/07/10","406,200","25,973,600","64.90","64.90","63.40","63.80","+0.70","303",
"2018/07/11","519,550","32,956,900","63.50","64.10","63.10","63.30","-0.50","436",
"2018/07/12","252,001","16,008,764","63.30","63.80","63.10","63.70","+0.40","230",
"2018/07/13","609,214","39,275,952","63.70","64.90","63.70","64.70","+1.00","494",
"2018/07/16","576,294","37,490,243","65.30","65.40","64.80","65.00","+0.30","437",
"2018/07/17","354,878","22,994,407","65.00","65.10","64.50","64.50","-0.50","324",
"2018/07/18","508,130","33,281,945","64.60","66.10","64.50","65.80","+1.30","389",
"2018/07/19","682,212","44,965,192","66.00","66.30","65.20","65.40","-0.40","388",
"2018/07/20","481,660","31,589,760","65.60","66.00","65.40","65.60","+0.20","371",
"2018/07/23","602,070","39,518,309","66.00","66.00","65.00","65.40","-0.20","448",
"2018/07/24","636,040","41,349,260","65.00","65.40","64.80","65.40"," 0.00","469",
"2018/07/25","580,380","37,840,164","65.90","65.90","65.00","65.20","-0.20","453",
"2018/07/26","422,799","27,657,491","65.70","65.90","65.20","65.60","+0.40","379",
"2018/07/27","173,907","11,403,408","65.60","65.80","65.40","65.60"," 0.00","151",
"2018/07/30","192,681","12,677,246","65.90","65.90","65.70","65.80","+0.20","180",
"2018/07/31","939,535","61,397,746","65.70","65.80","65.00","65.40","-0.40","722",
