"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/08/01","1,645,918","117,751,796","71.10","71.90","71.00","71.60"," 0.00","533",
"2014/08/04","506,991","36,369,644","72.20","72.20","71.60","71.70","+0.10","282",
"2014/08/05","594,192","42,091,670","71.70","71.70","70.40","70.80","-0.90","331",
"2014/08/06","417,442","29,642,802","70.70","71.50","70.60","70.80"," 0.00","302",
"2014/08/07","342,076","24,352,396","71.50","71.60","70.80","71.00","+0.20","257",
"2014/08/08","276,753","19,490,359","71.00","71.00","70.10","70.60","-0.40","216",
"2014/08/11","300,756","21,381,351","70.80","71.50","70.70","71.50","+0.90","232",
"2014/08/12","573,368","40,411,943","70.90","70.90","70.30","70.50","-1.00","386",
"2014/08/13","428,810","30,176,304","70.10","70.50","70.10","70.50"," 0.00","369",
"2014/08/14","535,012","37,596,042","70.30","70.60","70.00","70.10","-0.40","431",
"2014/08/15","520,672","36,075,168","70.00","70.00","68.80","69.00","-1.10","373",
"2014/08/18","465,150","31,592,964","68.20","68.50","67.60","67.80","-1.20","384",
"2014/08/19","387,477","26,447,926","67.80","68.60","67.70","68.60","+0.80","273",
"2014/08/20","330,034","22,686,839","68.80","69.00","68.60","68.90","+0.30","252",
"2014/08/21","331,578","22,674,205","68.70","69.00","68.00","68.70","-0.20","289",
"2014/08/22","489,700","34,007,047","68.70","69.90","68.70","69.90","+1.20","358",
"2014/08/25","326,467","22,893,031","69.80","70.30","69.50","70.30","+0.40","259",
"2014/08/26","281,256","19,792,120","70.30","70.60","70.20","70.30"," 0.00","216",
"2014/08/27","353,062","24,750,322","70.30","70.50","69.80","70.00","-0.30","301",
"2014/08/28","454,676","31,834,154","70.00","70.20","69.80","70.20","+0.20","367",
"2014/08/29","659,842","46,908,251","70.20","72.00","70.10","72.00","+1.80","440",
