"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/05/02","430,234","29,507,218","68.60","69.10","68.20","68.50","-0.10","345",
"2018/05/03","363,310","24,964,494","68.50","69.00","68.30","68.50"," 0.00","320",
"2018/05/04","543,545","37,111,696","68.30","68.50","68.00","68.10","-0.40","451",
"2018/05/07","695,946","47,495,292","68.20","68.80","68.00","68.10"," 0.00","559",
"2018/05/08","524,600","35,970,739","68.20","68.90","68.20","68.90","+0.80","406",
"2018/05/09","419,736","28,925,384","68.90","69.10","68.60","68.70","-0.20","382",
"2018/05/10","541,675","37,522,512","68.60","69.60","68.60","69.40","+0.70","481",
"2018/05/11","703,370","49,110,070","69.80","70.30","69.40","69.90","+0.50","455",
"2018/05/14","658,633","46,343,424","69.90","70.60","69.70","70.40","+0.50","492",
"2018/05/15","538,333","37,817,943","70.70","70.70","70.00","70.00","-0.40","480",
"2018/05/16","851,660","59,185,701","69.60","70.00","69.10","69.10","-0.90","644",
"2018/05/17","543,510","37,802,795","69.00","70.10","68.90","69.60","+0.50","444",
"2018/05/18","752,904","52,313,326","69.30","70.10","69.10","69.30","-0.30","617",
"2018/05/21","537,072","37,688,241","69.40","70.40","69.40","70.10","+0.80","465",
"2018/05/22","682,492","48,134,535","70.10","70.70","70.10","70.60","+0.50","547",
"2018/05/23","459,115","32,410,714","70.60","70.90","70.30","70.70","+0.10","334",
"2018/05/24","383,856","27,099,617","70.60","70.80","70.10","70.50","-0.20","322",
"2018/05/25","476,230","33,651,790","70.50","70.90","70.20","70.60","+0.10","443",
"2018/05/28","411,177","29,145,142","70.90","71.00","70.60","70.90","+0.30","302",
"2018/05/29","403,188","28,526,848","70.70","71.10","70.50","71.00","+0.10","242",
"2018/05/30","575,329","40,555,955","71.00","71.00","70.20","70.40","-0.60","425",
"2018/05/31","836,467","59,286,541","70.40","71.20","70.40","71.00","+0.60","591",
