"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2017/03/01","5,060,346","375,094,861","74.30","74.30","73.80","74.10","+0.10","2,535",
"2017/03/02","4,537,660","336,075,566","74.10","74.30","74.00","74.00","-0.10","2,492",
"2017/03/03","5,735,518","424,529,632","73.80","74.20","73.50","74.00"," 0.00","2,496",
"2017/03/06","2,304,594","171,854,381","74.00","75.00","73.90","75.00","+1.00","1,343",
"2017/03/07","3,784,322","284,437,250","74.50","75.50","74.50","75.10","+0.10","1,657",
"2017/03/08","2,578,514","193,570,450","74.90","75.40","74.50","75.00","-0.10","1,667",
"2017/03/09","3,590,697","267,548,476","74.90","75.10","74.20","74.20","-0.80","2,215",
"2017/03/10","2,392,051","178,015,402","74.10","74.90","74.00","74.50","+0.30","1,579",
"2017/03/13","3,491,004","261,331,893","74.60","75.10","74.50","74.50"," 0.00","1,775",
"2017/03/14","3,696,288","276,890,061","74.50","75.20","74.40","74.90","+0.40","2,041",
"2017/03/15","4,260,351","316,911,307","74.70","74.70","74.10","74.10","-0.80","2,199",
"2017/03/16","4,089,768","304,414,772","74.10","75.00","74.10","74.90","+0.80","2,137",
"2017/03/17","3,958,652","296,948,300","74.70","75.20","74.60","75.00","+0.10","1,570",
"2017/03/20","3,845,839","288,119,886","74.90","75.20","74.70","74.70","-0.30","2,420",
"2017/03/21","6,593,283","496,628,158","75.00","75.60","74.80","75.50","+0.80","3,934",
"2017/03/22","3,864,126","290,070,618","75.40","75.60","74.50","75.00","-0.50","2,233",
"2017/03/23","2,913,604","218,528,272","75.10","75.20","74.70","75.20","+0.20","2,061",
"2017/03/24","2,823,757","211,854,592","75.20","75.30","74.80","75.20"," 0.00","1,641",
"2017/03/27","2,635,934","198,376,530","75.00","75.50","74.80","75.20"," 0.00","2,004",
"2017/03/28","2,843,709","214,752,753","75.40","75.70","75.20","75.70","+0.50","1,815",
"2017/03/29","3,237,000","243,710,800","75.50","75.60","74.80","75.00","-0.70","1,709",
"2017/03/30","2,553,829","191,825,150","75.00","75.50","74.80","75.10","+0.10","1,681",
"2017/03/31","3,732,915","279,033,026","74.80","75.00","74.50","74.50","-0.60","1,732",
