"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/03/01","4,023,812","279,764,488","69.80","69.80","69.10","69.80","+0.30","1,730",
"2016/03/02","3,654,280","254,573,541","69.80","69.90","69.50","69.50","-0.30","1,763",
"2016/03/03","5,592,447","391,447,558","69.50","70.40","69.50","70.40","+0.90","3,251",
"2016/03/04","3,977,082","278,204,434","70.30","70.30","69.80","70.10","-0.30","1,872",
"2016/03/07","3,743,833","262,363,245","70.20","70.30","69.80","70.30","+0.20","1,965",
"2016/03/08","7,404,357","514,705,608","70.30","70.30","69.00","69.00","-1.30","3,241",
"2016/03/09","3,272,981","228,708,970","69.00","70.30","69.00","70.30","+1.30","1,968",
"2016/03/10","4,305,955","301,110,342","70.00","70.50","69.70","69.90","-0.40","2,182",
"2016/03/11","4,050,086","284,569,733","70.20","70.50","70.00","70.30","+0.40","1,825",
"2016/03/14","1,964,197","137,840,441","70.00","70.40","69.90","70.40","+0.10","1,315",
"2016/03/15","3,821,505","269,087,697","70.40","70.60","70.20","70.60","+0.20","1,989",
"2016/03/16","3,866,312","274,092,305","70.60","71.20","70.40","71.20","+0.60","2,286",
"2016/03/17","5,987,535","429,843,166","70.80","72.50","70.80","72.10","+0.90","2,478",
"2016/03/18","9,115,587","655,031,372","72.10","72.50","71.40","71.90","-0.20","2,806",
"2016/03/21","4,241,150","303,133,248","71.60","71.80","71.30","71.40","-0.50","2,052",
"2016/03/22","6,975,683","493,880,356","71.20","71.50","70.40","70.90","-0.50","2,853",
"2016/03/23","3,773,704","270,311,050","71.20","72.10","70.90","72.10","+1.20","2,172",
"2016/03/24","2,799,187","201,904,653","71.50","72.50","71.50","72.50","+0.40","1,394",
"2016/03/25","1,919,471","138,467,294","72.50","72.50","71.90","72.20","-0.30","1,121",
"2016/03/28","1,675,401","120,510,521","72.10","72.10","71.70","72.00","-0.20","1,068",
"2016/03/29","1,752,713","125,393,376","71.80","72.00","71.30","71.60","-0.40","1,194",
"2016/03/30","3,627,490","259,608,960","71.60","72.00","71.30","71.60"," 0.00","1,983",
"2016/03/31","4,651,541","333,998,968","72.10","72.40","71.20","72.10","+0.50","2,326",
